attempts,time_played,booster_used,level_completion_time,specific_action_usage,lives_from_ads,purchase_amount,purchase_date,device_type,os_version,friend_invites_sent,friend_invites_received,guild_chat_messages,facebook_connect_status,social_engagement_through_facebook,churn,hard_level,purchase_month,ps
116,10842,9,462,extra moves,0,15.39,2023-12-12,ipad,17.8,0,13,16,0,low,0,0,12.0,0.23392046102123032
47,18661,95,1370,special candy swap,4,10.31,2023-12-12,ipad,12.6,19,0,6,1,low,0,0,12.0,0.16090031818511075
4,10849,11,505,extra moves,0,50.03,2023-12-12,ipad,13.6,5,13,0,0,low,0,0,12.0,0.3258632748589145
186,2242,14,1030,extra moves,0,6.38,2023-12-12,ipad,11.9,6,5,0,0,low,0,0,12.0,0.3519922759275606
51,800,5,111,wrapped candy blast,7,99.99,2023-12-12,iphone,12.0,9,8,0,1,low,1,0,12.0,0.21887415098594015
96,6702,0,60,color bomb usage,0,6.32,2023-12-12,ipad,14.8,7,14,6,1,low,1,1,12.0,0.29226961476339836
4,800,0,1386,special candy swap,0,0.01,2023-12-12,iphone,19.3,3,0,10,1,low,0,0,12.0,0.4034250212933161
305,800,77,50,striped candy swipe,3,1.93,2023-12-12,ipad,13.9,0,0,0,0,low,0,0,12.0,0.18113213292137534
32,800,0,251,extra time boost,43,99.99,2023-12-12,android,13.5,0,7,8,1,low,1,0,12.0,0.31143050998507377
4,800,35,522,color bomb usage,16,21.77,2023-12-11,iphone,12.3,9,20,8,1,low,1,0,12.0,0.21650508850761122
51,28915,75,50,fish usage,34,99.99,2023-12-10,android,14.0,0,0,44,0,low,0,0,12.0,0.3579363443253421
364,1347,47,50,fish usage,0,9.85,2023-12-10,iphone,11.6,0,9,25,0,low,0,1,12.0,0.29485590763358915
371,800,12,1422,wrapped candy blast,12,4.51,2023-12-10,android,15.2,10,0,56,1,low,1,1,12.0,0.34691518213190964
23,6259,95,877,fish usage,0,99.99,2023-12-10,iphone,18.6,6,4,0,1,low,1,1,12.0,0.4523533512477831
400,6948,0,219,extra moves,0,20.69,2023-12-10,ipad,11.2,33,1,0,0,low,0,0,12.0,0.2370939178150922
153,9360,34,50,striped candy swipe,0,16.84,2023-12-10,iphone,11.2,30,5,11,0,low,0,0,12.0,0.24938749130267626
71,800,52,250,color bomb creation,4,8.84,2023-12-10,ipad,12.6,5,7,6,1,low,0,0,12.0,0.16113839641157549
109,800,70,50,extra moves,14,25.34,2023-12-10,android,12.5,4,112,12,0,low,0,0,12.0,0.2626097462524027
400,800,35,83,striped candy swipe,4,4.71,2023-12-10,ipad,11.8,5,112,9,1,low,0,0,12.0,0.34634251402179883
112,800,3,88,special candy swap,49,10.76,2023-12-10,android,16.6,4,13,0,0,low,0,0,12.0,0.39688184784982067
245,800,0,50,extra moves,13,4.73,2023-12-10,ipad,12.6,15,1,78,0,low,1,0,12.0,0.16180555398594326
4,800,0,124,special candy swap,11,15.68,2023-12-10,android,11.2,2,1,2,0,low,0,0,12.0,0.2919070320531216
204,800,45,317,striped candy swipe,18,19.45,2023-12-10,iphone,14.4,0,5,25,1,low,1,0,12.0,0.3080671852201039
4,800,9,591,wrapped candy blast,0,3.79,2023-12-10,ipad,17.4,18,2,5,1,low,1,0,12.0,0.26541659843878457
4,800,15,50,striped candy swipe,0,99.99,2023-12-09,ipad,12.3,17,23,9,0,low,1,0,12.0,0.19121920903368075
4,800,50,180,striped candy swipe,0,11.6,2023-12-09,android,11.4,0,10,112,1,low,0,0,12.0,0.20995933282063264
4,76222,67,50,special candy swap,34,38.65,2023-12-08,ipad,16.6,1,8,74,0,low,0,1,12.0,0.32553644420244593
23,800,0,331,fish usage,0,25.65,2023-12-08,ipad,14.0,48,5,46,1,low,1,0,12.0,0.31610273068378075
4,6823,11,52,striped candy swipe,0,4.2,2023-12-07,ipad,11.6,76,20,9,0,low,0,0,12.0,0.2834681299728324
400,11109,37,522,fish usage,0,22.29,2023-12-07,ipad,11.3,0,11,71,0,low,0,0,12.0,0.21322975123664442
197,800,12,694,special candy swap,1,7.62,2023-12-07,iphone,14.3,7,8,6,0,low,0,1,12.0,0.44415325666724725
60,9906,70,407,special candy swap,0,25.67,2023-12-07,iphone,18.8,1,7,0,0,high,0,0,12.0,0.45865877143391737
52,6565,14,448,striped candy blast,0,0.38,2023-12-07,android,15.0,20,4,12,1,low,0,0,12.0,0.2692162771909039
340,1260,4,59,extra moves,0,3.15,2023-12-07,iphone,13.2,20,0,0,0,low,0,0,12.0,0.25999799074346036
4,800,11,50,color bomb usage,4,8.67,2023-12-07,iphone,18.7,0,5,4,1,low,1,1,12.0,0.2671281524673108
4,800,0,50,striped candy swipe,9,22.94,2023-12-07,ipad,18.6,6,25,6,1,high,1,0,12.0,0.45984294724615404
4,800,12,2280,fish usage,14,19.7,2023-12-07,ipad,13.2,14,7,75,0,low,1,1,12.0,0.2445300915163855
100,800,1,1213,special candy swap,19,19.55,2023-12-07,iphone,13.8,13,5,0,0,low,1,1,12.0,0.42295832563254226
33,800,0,50,special candy swap,7,9.93,2023-12-07,ipad,17.3,0,23,9,1,low,1,0,12.0,0.22688682715570796
4,800,50,140,extra time boost,0,3.88,2023-12-07,iphone,16.7,12,0,7,0,low,0,0,12.0,0.41153896643066223
400,9212,27,199,extra moves,33,20.67,2023-12-07,ipad,14.5,4,0,19,1,low,0,0,12.0,0.24222905063621816
323,800,12,951,fish usage,9,26.17,2023-12-07,ipad,19.3,15,8,6,1,low,0,0,12.0,0.38112922220512263
24,800,64,50,striped candy swipe,42,14.57,2023-12-07,android,14.2,10,40,41,1,low,1,0,12.0,0.37834924428419486
75,8229,10,311,wrapped candy blast,0,16.39,2023-12-07,android,18.0,0,17,6,0,low,0,0,12.0,0.28810459542548317
84,95000,12,50,fish usage,1,3.64,2023-12-06,iphone,11.2,0,0,28,1,low,1,0,12.0,0.25236157714022445
4,800,32,93,special candy swap,6,22.99,2023-12-06,iphone,11.7,0,0,7,1,low,1,0,12.0,0.24358852770267062
44,800,95,301,special candy swap,16,80.51,2023-12-06,ipad,15.4,14,0,107,0,low,0,1,12.0,0.35346728762653085
25,20999,6,280,special candy swap,0,21.32,2023-12-06,iphone,15.8,17,20,23,0,low,0,0,12.0,0.2876919030324351
292,2540,28,128,wrapped candy blast,2,23.03,2023-12-06,iphone,16.6,14,0,14,0,low,0,1,12.0,0.3435450998602038
37,26210,95,78,fish usage,19,7.23,2023-12-06,ipad,17.4,6,0,36,1,low,1,0,12.0,0.2646132953367583
323,12221,21,1538,extra time boost,0,9.23,2023-12-06,iphone,11.2,56,53,24,0,low,0,1,12.0,0.2510992344888524
4,800,53,50,fish usage,3,9.86,2023-12-06,iphone,15.9,29,0,0,0,low,1,0,12.0,0.2652536446985294
34,8500,42,765,fish usage,9,1.89,2023-12-06,ipad,13.8,6,11,9,1,low,0,1,12.0,0.4129823469098064
374,3838,95,121,fish usage,0,22.29,2023-12-06,android,13.1,0,5,42,0,low,0,0,12.0,0.349909362335878
171,800,24,217,special candy swap,46,26.7,2023-12-06,ipad,13.8,10,7,16,1,low,0,0,12.0,0.40579071832918223
83,11590,11,155,striped candy swipe,27,0.63,2023-12-06,android,13.0,0,13,3,0,low,1,0,12.0,0.2455490479035734
4,4213,19,50,extra moves,0,6.46,2023-12-06,iphone,19.3,6,6,11,0,low,0,1,12.0,0.40156536110406754
68,6135,73,50,wrapped candy blast,4,72.96,2023-12-06,iphone,13.4,48,12,108,0,low,0,0,12.0,0.2407879122761863
4,800,95,764,fish usage,0,25.54,2023-12-06,ipad,13.9,1,8,5,0,low,1,1,12.0,0.17697162118550736
80,800,14,404,color bomb creation,1,16.01,2023-12-06,ipad,15.6,2,41,12,0,low,0,0,12.0,0.20261896860308215
7,800,8,208,fish usage,0,1.13,2023-12-06,iphone,19.3,11,0,33,1,low,0,0,12.0,0.4031019027440348
4,800,2,631,fish usage,9,17.61,2023-12-06,android,12.7,19,4,45,0,low,1,1,12.0,0.2866148813225892
212,800,1,91,fish usage,0,89.32,2023-12-06,android,11.3,76,5,93,0,low,0,0,12.0,0.24707676441983142
35,800,35,382,striped candy swipe,10,3.16,2023-12-06,iphone,18.8,1,0,37,0,low,0,1,12.0,0.4653663704620104
400,800,4,50,rewarded_boosters,10,8.09,2023-12-06,iphone,13.5,7,26,26,1,low,1,0,12.0,0.2895409151470283
4,800,12,527,special candy swap,10,43.03,2023-12-06,iphone,11.2,2,7,13,1,low,1,0,12.0,0.24355627801376603
64,800,19,332,wrapped candy swap,2,1.19,2023-12-05,android,16.8,0,0,6,1,low,0,0,12.0,0.37669855208901276
57,800,12,278,extra time boost,32,7.05,2023-12-04,ipad,11.9,7,18,52,0,low,1,0,12.0,0.3518090829388524
49,800,0,50,special candy swap,0,83.43,2023-12-04,ipad,15.6,13,16,33,0,low,0,1,12.0,0.18987335309887313
35,800,3,347,special candy swap,2,13.31,2023-12-03,ipad,13.3,24,7,9,1,low,1,0,12.0,0.18906361393612958
275,800,0,141,fish usage,0,2.83,2023-12-03,android,11.2,1,5,0,1,low,0,0,12.0,0.2951014829531517
303,14836,27,322,fish usage,49,5.74,2023-12-02,android,16.5,28,20,4,0,low,1,0,12.0,0.23651714423060272
70,91224,13,1553,extra moves,41,2.71,2023-12-02,iphone,11.4,17,6,0,1,high,0,0,12.0,0.17816002159448582
4,1650,0,50,fish usage,5,3.48,2023-12-02,ipad,13.8,27,19,0,1,low,0,0,12.0,0.4125203064665658
126,800,13,1218,wrapped candy blast,34,6.0,2023-12-02,ipad,11.3,12,22,55,0,low,0,0,12.0,0.2165244401974548
87,800,35,54,color bomb usage,13,5.2,2023-12-02,iphone,11.2,16,12,27,1,low,0,0,12.0,0.2520088729617926
19,800,16,922,special candy swap,0,16.07,2023-12-02,ipad,14.1,0,112,9,0,low,0,1,12.0,0.23197831358092455
400,800,15,50,wrapped candy blast,10,25.22,2023-12-02,iphone,15.3,6,19,32,0,low,0,0,12.0,0.31735874482117127
13,800,0,243,wrapped candy blast,7,35.3,2023-12-02,ipad,11.2,0,6,13,0,moderate,0,0,12.0,0.23394030966417714
67,800,72,573,extra moves,0,24.86,2023-12-01,ipad,13.4,3,1,7,0,low,1,1,12.0,0.2399633895702861
4,47848,17,50,striped candy swipe,0,23.14,2023-12-01,android,11.2,1,8,35,1,low,1,1,12.0,0.29006186519390115
96,800,1,1326,wrapped candy blast,1,23.37,2023-12-01,android,11.2,0,20,30,1,low,0,0,12.0,0.2900050863931868
36,800,9,248,wrapped candy blast,9,21.3,2023-11-30,android,12.5,19,11,0,1,low,1,1,11.0,0.23828261563945785
6,800,82,445,wrapped candy blast,6,9.19,2023-11-30,ipad,14.1,7,7,14,0,low,0,0,11.0,0.2102466588056877
310,50793,15,1241,extra time boost,0,40.5,2023-11-30,iphone,11.5,5,13,0,0,low,1,0,11.0,0.24141559829374212
70,800,54,508,striped candy swipe,3,12.28,2023-11-30,iphone,12.1,6,0,18,0,low,0,1,11.0,0.22800314429557536
4,800,0,50,wrapped candy blast,5,9.38,2023-11-30,iphone,13.6,0,65,3,1,low,1,0,11.0,0.32070079351757125
68,12931,95,50,extra time boost,30,99.99,2023-11-29,iphone,12.2,16,112,115,1,low,1,1,11.0,0.3301616616448972
65,800,22,245,color bomb usage,10,11.14,2023-11-29,ipad,12.4,2,0,12,0,low,0,0,11.0,0.30095809635293325
59,8103,1,156,fish usage,0,39.43,2023-11-29,iphone,15.1,9,6,0,1,low,1,0,11.0,0.34297740332506077
57,800,88,256,fish usage,7,9.55,2023-11-29,android,15.7,1,30,60,0,low,1,1,11.0,0.34650518357106525
4,7002,7,1347,striped candy blast,0,16.28,2023-11-28,ipad,14.5,18,12,35,1,low,0,0,11.0,0.21930043342192412
86,79557,65,1240,striped candy swipe,8,17.85,2023-11-28,ipad,14.3,5,14,3,1,low,1,1,11.0,0.3933428767993399
4,12373,21,50,wrapped candy blast,5,21.18,2023-11-28,iphone,11.3,4,15,41,0,low,1,0,11.0,0.20156084863330345
25,800,11,509,wrapped candy blast,7,38.37,2023-11-28,iphone,11.2,10,112,32,1,low,0,0,11.0,0.22059424155825086
400,85480,95,50,fish usage,8,59.61,2023-11-28,android,17.0,76,15,12,1,low,0,0,11.0,0.21736964882302082
164,800,82,368,color bomb usage,49,23.06,2023-11-28,android,11.2,4,21,11,1,low,0,0,11.0,0.2631808359566399
12,800,60,578,striped candy swipe,0,44.71,2023-11-28,android,11.4,13,3,4,1,low,0,0,11.0,0.18251822315705465
400,800,12,835,extra moves,0,20.87,2023-11-28,iphone,11.2,0,32,37,0,low,0,0,11.0,0.2242225609734655
4,800,9,1068,color bomb usage,0,2.96,2023-11-28,iphone,18.8,3,21,7,0,moderate,0,1,11.0,0.4321632978542351
99,47699,95,852,striped candy blast,0,10.15,2023-11-28,android,11.4,0,14,2,1,low,0,0,11.0,0.1880370509079486
400,9666,13,81,extra moves,0,6.91,2023-11-28,ipad,11.8,0,7,7,0,low,0,0,11.0,0.31598043729517744
82,800,13,666,extra moves,0,4.17,2023-11-27,ipad,14.2,5,0,0,1,low,0,0,11.0,0.2910545116071576
37,800,12,1368,striped candy blast,0,10.61,2023-11-27,android,19.3,3,0,0,1,low,0,0,11.0,0.4196805818060372
64,800,31,458,fish usage,14,19.54,2023-11-27,ipad,11.2,9,13,30,0,low,0,0,11.0,0.21385999851904566
4,800,91,478,extra moves,0,14.58,2023-11-26,iphone,11.2,0,2,4,1,low,0,0,11.0,0.22553700325813994
4,800,8,802,striped candy swap,12,18.49,2023-11-26,ipad,16.8,6,0,19,0,low,1,0,11.0,0.2818363066248959
216,31353,8,194,special candy swap,0,5.08,2023-11-26,iphone,14.1,18,12,0,0,low,0,0,11.0,0.2216061990868566
83,6188,83,152,extra moves,27,22.47,2023-11-25,android,15.5,9,24,19,0,low,0,0,11.0,0.27121156964311777
103,36715,32,365,striped candy blast,1,0.78,2023-11-25,android,13.3,15,19,30,0,low,0,0,11.0,0.2143223483767701
4,800,71,288,special candy swap,0,19.3,2023-11-25,android,15.5,12,4,10,0,low,0,0,11.0,0.2719633977919512
239,800,76,50,extra moves,11,0.52,2023-11-25,android,14.9,28,3,44,0,high,0,0,11.0,0.322337707473418
26,11711,81,391,fish usage,11,8.59,2023-11-25,iphone,11.2,25,17,1,1,low,1,0,11.0,0.22679382198572004
82,95000,36,50,fish usage,16,7.99,2023-11-25,android,14.0,0,7,30,0,low,1,0,11.0,0.3523901266459607
80,2086,7,50,fish blast,33,9.34,2023-11-25,iphone,16.8,3,18,13,1,low,1,1,11.0,0.29687569834262645
150,1860,0,50,striped candy swipe,1,9.4,2023-11-24,android,12.3,9,50,5,0,low,1,0,11.0,0.2329938174961821
8,17281,0,208,fish usage,0,21.81,2023-11-24,android,11.6,0,40,23,0,low,0,1,11.0,0.30865467870074664
4,800,16,171,wrapped candy swap,0,18.29,2023-11-23,iphone,14.9,2,3,13,1,low,1,1,11.0,0.27411694221684363
70,800,35,433,striped candy swipe,0,24.24,2023-11-23,iphone,12.1,0,0,0,0,low,1,1,11.0,0.22548916294503213
72,800,7,288,fish usage,0,3.59,2023-11-23,iphone,11.2,13,9,10,0,low,0,0,11.0,0.22784670336014906
22,7145,30,783,wrapped candy blast,0,3.18,2023-11-23,ipad,12.5,0,5,0,1,low,0,0,11.0,0.19514380797120495
44,800,95,341,special candy swap,27,1.17,2023-11-23,iphone,17.3,27,0,1,0,low,0,0,11.0,0.21622471277317046
4,800,10,625,special candy swap,9,17.24,2023-11-23,iphone,13.4,15,1,48,0,low,0,1,11.0,0.22862756431279838
400,2449,34,50,striped candy swipe,33,99.99,2023-11-23,android,17.2,0,18,41,1,low,0,0,11.0,0.3329384111940322
228,800,95,706,special candy swap,49,74.31,2023-11-23,iphone,11.6,1,0,12,0,low,0,0,11.0,0.2528049523743879
4,16350,81,526,special candy swap,0,25.96,2023-11-22,iphone,13.3,2,12,0,0,low,0,0,11.0,0.17601197899270093
4,800,83,448,color bomb creation,5,9.68,2023-11-22,ipad,17.7,0,0,0,0,low,0,1,11.0,0.3228397218449364
307,10815,45,56,color bomb usage,0,1.17,2023-11-21,ipad,11.5,0,0,0,0,low,1,0,11.0,0.23867385893485585
104,2606,0,50,rewarded_boosters,49,8.63,2023-11-21,iphone,14.7,17,6,5,0,low,0,0,11.0,0.28918894420775937
346,800,64,686,striped candy swipe,8,5.91,2023-11-21,ipad,14.2,2,0,18,0,low,0,1,11.0,0.2906242630752657
68,4922,95,466,wrapped candy blast,0,5.5,2023-11-21,ipad,16.2,11,7,2,0,low,0,0,11.0,0.25354777036988235
38,95000,0,50,fish blast,2,19.17,2023-11-21,ipad,12.8,13,27,9,0,low,0,0,11.0,0.24673526252290354
78,24533,11,50,special candy swap,6,23.54,2023-11-21,ipad,19.3,0,12,11,1,low,0,0,11.0,0.35066477630976906
32,82871,95,1030,fish usage,5,73.73,2023-11-20,ipad,11.2,48,0,26,0,low,0,0,11.0,0.20314056535943176
60,800,78,2280,fish usage,49,16.8,2023-11-20,ipad,14.1,44,52,123,1,low,0,1,11.0,0.20873578549592545
93,49264,9,601,striped candy swipe,8,22.89,2023-11-20,ipad,12.5,0,8,85,0,low,0,0,11.0,0.19145917098998277
4,800,12,260,extra moves,26,18.58,2023-11-20,android,15.2,18,6,34,1,low,0,0,11.0,0.31240957275119
90,800,68,439,special candy swap,0,25.79,2023-11-20,android,14.5,0,65,0,0,low,0,0,11.0,0.2680346714066825
4,5935,6,768,extra time boost,0,27.02,2023-11-20,iphone,16.6,6,50,41,0,low,0,1,11.0,0.3128491961909917
72,15868,1,562,striped candy swipe,0,5.69,2023-11-20,iphone,17.0,28,10,3,0,low,0,0,11.0,0.19297889650704386
199,800,11,50,color bomb creation,10,4.96,2023-11-19,iphone,11.4,19,22,0,1,low,1,0,11.0,0.15894826087168473
316,800,57,1301,wrapped candy blast,10,26.1,2023-11-19,iphone,12.0,9,2,11,0,low,0,0,11.0,0.2111232160796178
259,20694,0,137,wrapped candy blast,37,9.29,2023-11-19,iphone,11.2,44,12,7,1,low,0,0,11.0,0.2266466932955473
47,24406,0,50,fish usage,10,99.99,2023-11-19,ipad,17.8,41,8,13,0,low,0,0,11.0,0.1943102337114549
4,2354,35,50,striped candy swipe,0,24.04,2023-11-19,ipad,14.9,0,73,32,1,low,0,0,11.0,0.2605891125475517
4,10020,14,975,wrapped candy blast,18,16.01,2023-11-18,ipad,12.4,76,21,30,0,low,0,0,11.0,0.29973120827009236
333,19875,74,247,fish usage,3,99.99,2023-11-18,iphone,14.4,2,59,70,0,low,0,0,11.0,0.26110341084569544
46,8966,1,50,fish usage,4,3.89,2023-11-18,android,14.3,4,7,10,1,low,1,0,11.0,0.4650536690913003
78,8480,62,587,wrapped candy blast,0,11.33,2023-11-17,iphone,14.3,1,4,0,0,low,1,1,11.0,0.41016479527876243
4,800,23,1362,special candy swap,4,80.9,2023-11-17,android,18.6,18,13,25,0,low,0,1,11.0,0.47668872759356307
4,2610,16,875,extra time boost,49,23.14,2023-11-17,ipad,12.7,20,23,118,0,low,0,1,11.0,0.20923259098508232
220,18225,95,1521,wrapped candy blast,0,17.48,2023-11-17,android,14.8,2,0,0,0,low,1,0,11.0,0.31957033133651863
28,1371,32,50,extra time boost,0,7.61,2023-11-17,ipad,19.3,5,4,0,0,low,1,0,11.0,0.35502567909615607
4,800,33,76,special candy swap,49,9.88,2023-11-16,android,13.3,3,14,119,0,low,1,1,11.0,0.212491004531003
194,2451,81,344,special candy swap,4,0.25,2023-11-16,ipad,12.8,6,9,48,1,low,0,0,11.0,0.25097516370960216
109,800,0,50,special candy swap,0,3.34,2023-11-16,iphone,11.2,17,50,0,0,low,0,0,11.0,0.2278994377702614
93,7707,4,457,color bomb usage,7,25.03,2023-11-16,ipad,19.3,12,7,0,0,low,0,0,11.0,0.35025814220245866
87,75221,12,694,fish usage,15,23.96,2023-11-15,android,14.6,25,23,115,0,high,0,1,11.0,0.3023842017510595
4,8385,95,59,extra moves,7,26.61,2023-11-15,android,11.6,2,6,0,0,low,0,0,11.0,0.30742808036728064
99,7667,5,444,extra moves,28,7.55,2023-11-15,android,11.9,17,22,0,0,low,0,1,11.0,0.3846926357737925
4,14882,3,267,color bomb usage,10,1.6,2023-11-15,iphone,17.4,7,0,0,0,low,0,0,11.0,0.25204983998068275
216,13731,12,862,special candy swap,0,6.12,2023-11-15,iphone,11.2,3,9,31,1,low,0,0,11.0,0.2273135152018942
43,11865,15,425,wrapped candy blast,23,21.81,2023-11-15,iphone,12.8,24,6,7,0,low,1,0,11.0,0.2578669958812829
4,3084,12,268,wrapped candy swap,1,30.25,2023-11-15,android,11.2,28,8,76,0,low,0,0,11.0,0.26151271277280147
214,7943,16,1308,wrapped candy blast,4,10.42,2023-11-15,ipad,11.3,24,5,42,1,low,1,0,11.0,0.1937463035681382
6,63654,11,370,fish blast,30,10.52,2023-11-15,iphone,12.5,76,29,102,1,low,0,0,11.0,0.2036647022662752
4,800,25,867,special candy swap,0,24.46,2023-11-15,iphone,17.9,8,5,1,1,low,0,1,11.0,0.325537366517695
43,88586,13,713,extra time boost,4,4.81,2023-11-15,ipad,11.5,17,4,12,0,low,0,0,11.0,0.2378818069495752
4,800,21,397,fish usage,2,5.19,2023-11-15,ipad,17.6,16,9,0,0,high,1,1,11.0,0.2337508709915886
29,800,95,512,fish usage,0,15.58,2023-11-15,ipad,15.6,6,4,5,1,low,0,1,11.0,0.18182919965426964
4,800,83,1037,extra moves,0,3.74,2023-11-15,iphone,14.5,3,13,8,1,low,1,1,11.0,0.23280627751275432
8,800,6,106,wrapped candy blast,0,16.03,2023-11-15,android,12.1,15,5,2,0,low,0,0,11.0,0.26702567367206903
400,800,12,283,rewarded_boosters,41,4.58,2023-11-15,iphone,12.8,24,6,19,0,low,0,0,11.0,0.2618398011373028
4,800,0,50,special candy swap,0,59.04,2023-11-15,android,18.4,48,0,48,1,low,1,0,11.0,0.29284181104807794
26,12739,13,64,wrapped candy blast,8,20.98,2023-11-15,iphone,17.8,16,18,22,0,moderate,1,0,11.0,0.2200562354704625
54,11837,3,50,special candy swap,5,3.46,2023-11-15,iphone,16.8,7,12,38,0,low,0,0,11.0,0.29834928938736827
8,800,13,152,special candy swap,11,55.61,2023-11-15,ipad,17.0,52,1,33,0,low,0,0,11.0,0.17468253520810414
254,10108,56,130,striped candy swap,0,6.33,2023-11-15,android,15.3,7,4,5,1,low,0,1,11.0,0.33996449557210395
204,800,36,462,fish usage,0,23.58,2023-11-15,iphone,11.2,27,12,0,0,low,0,0,11.0,0.22365792467034365
7,800,0,50,striped candy swipe,10,20.52,2023-11-15,android,13.3,28,65,12,0,low,0,0,11.0,0.20955643259070716
388,800,95,392,striped candy swipe,2,1.68,2023-11-15,android,13.5,18,0,0,1,low,1,0,11.0,0.307870797947779
202,800,50,50,color bomb usage,32,1.9,2023-11-15,android,19.3,6,29,23,0,low,0,0,11.0,0.42103826242100306
400,4554,95,50,color bomb usage,15,22.28,2023-11-15,ipad,11.2,13,22,126,0,low,1,1,11.0,0.21330824642739368
384,12400,4,853,extra time boost,6,27.01,2023-11-15,ipad,11.2,3,9,41,0,low,1,0,11.0,0.2123582124661381
188,20300,39,704,fish usage,2,23.24,2023-11-15,iphone,19.3,20,2,5,1,low,0,1,11.0,0.36503480858293696
58,9049,30,684,extra moves,11,19.96,2023-11-15,android,18.8,38,10,2,0,high,0,1,11.0,0.47902973903992907
111,800,7,478,striped candy swipe,3,10.98,2023-11-15,android,15.7,19,43,0,0,low,0,0,11.0,0.346117081530657
59,4279,4,74,extra time boost,0,29.2,2023-11-15,ipad,14.5,14,30,16,0,low,1,1,11.0,0.21666005901483706
4,800,7,50,extra moves,8,23.25,2023-11-15,ipad,11.2,9,67,5,0,low,0,0,11.0,0.21311316696855487
12,9129,36,356,special candy swap,0,99.99,2023-11-15,iphone,12.1,16,17,51,0,low,0,0,11.0,0.21002511831940704
55,50720,7,837,wrapped candy blast,29,21.38,2023-11-15,iphone,11.2,45,9,24,1,moderate,0,0,11.0,0.22411622363783906
113,19947,13,1363,wrapped candy blast,3,21.75,2023-11-15,iphone,11.2,8,112,0,0,low,0,0,11.0,0.22403909939372796
36,45751,6,50,fish usage,9,88.76,2023-11-15,iphone,11.2,24,6,123,1,low,1,0,11.0,0.21038307658045968
4,800,11,50,special candy swap,0,61.31,2023-11-15,iphone,15.4,7,18,5,1,low,1,0,11.0,0.34228079009630813
400,7268,0,462,fish blast,0,33.66,2023-11-15,ipad,16.9,5,91,5,0,low,0,0,11.0,0.310044402310234
86,11928,0,50,striped candy swipe,2,99.99,2023-11-15,android,12.1,8,21,0,0,low,0,0,11.0,0.2477920258849354
400,800,10,595,extra moves,49,14.19,2023-11-15,iphone,12.4,30,30,33,0,low,0,0,11.0,0.3134121821332296
348,9449,6,50,special candy swap,4,0.21,2023-11-15,ipad,18.7,30,18,8,0,low,0,0,11.0,0.23222418324720154
88,34428,0,376,color bomb usage,0,21.19,2023-11-15,ipad,11.9,0,6,90,1,low,1,1,11.0,0.3180902704241267
376,800,12,157,striped candy swipe,4,5.27,2023-11-15,iphone,14.1,0,7,11,0,high,1,0,11.0,0.22156690929624945
63,800,0,50,striped candy swipe,4,99.99,2023-11-15,android,14.0,0,8,6,0,low,1,1,11.0,0.32764721722897316
264,16833,14,2280,special candy swap,11,4.41,2023-11-14,ipad,11.2,16,0,0,1,low,0,0,11.0,0.21692540992965417
4,800,95,907,striped candy swipe,49,21.04,2023-11-14,android,11.3,28,8,11,0,low,0,0,11.0,0.23829523444985665
4,59880,38,50,fish usage,0,5.23,2023-11-14,iphone,14.0,52,2,11,1,low,1,0,11.0,0.30585034491973273
72,800,14,190,color bomb usage,4,42.69,2023-11-14,ipad,16.0,0,18,3,0,low,0,0,11.0,0.1252857315643246
348,62607,0,50,fish usage,0,21.8,2023-11-14,ipad,14.2,2,22,3,1,low,0,1,11.0,0.28671258950348466
97,800,15,50,extra moves,9,21.39,2023-11-14,android,16.8,0,3,12,0,low,1,0,11.0,0.3402196358533823
15,800,12,427,striped candy swipe,12,4.42,2023-11-14,ipad,14.5,0,0,0,1,low,0,0,11.0,0.22174448270062427
4,1089,55,854,extra time boost,49,21.48,2023-11-13,iphone,14.4,11,60,4,0,low,0,1,11.0,0.279666174631866
4,800,67,109,fish usage,8,4.16,2023-11-13,android,16.8,6,5,85,1,low,1,1,11.0,0.34487160355776686
195,52511,15,646,special candy swap,3,16.55,2023-11-13,ipad,11.4,5,8,39,0,low,0,0,11.0,0.1490399728685199
